source,source_id,title,summary,s_category,provider,region,target_group,target_tags,target_age,target_age_min,target_age_max,target_detail,income_condition,startup_stage,support_type,apply_start,apply_end,additional_conditions,required_documents,application_method,detail_url,_scope,_scope_reason,norm_title,norm_provider,norm_period,category,subcategory
biz,PBLN_000000000121368,[충북] 2026년 지역기업 성장사다리 지원사업 통합 공고,"2026년 중소벤처기업부와 충청북도가 지원하는 지역기업 성장사다리 지원사업 수행자로 지정된 충북테크노파크에서 지원대상별 지원 프로그램을 안내하오니, 지원 프로그램별 참여를 희망하는 충북 지역 중소기업의 많은 신청 바랍니다.
☞ 사업자등록증 상 본사가 충북지역 내 소재하며, 충북지역 주력산업 분야(KSIC코드 첨부 必)를 영위하는 중소기업
☞ 초기ㆍ잠재기업, 예비선도(스타)기업, 선도기업 대상별 프로그램 지원
※ 자세한 지원내용 공고문 참조",경영,충북테크노파크,중소벤처기업부,중소기업,중소기업,,,,,,,디자인/상품화/사업화,2026-04-22,2026-05-08,,온라인 접수 (기업지원사업 관리시스템),온라인 접수 (기업지원사업 관리시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121368,main,primary,충북2026년지역기업성장사다리지원사업통합공고,충북테크노파크,2026-04-22~2026-05-08,경영,디자인/상품화/사업화
biz,PBLN_000000000121367,2026년 2분기 중소기업간 협업지원사업 운영요령에 따른 협업기업 신청 공고,"「중소기업간 협업지원사업 운영요령」에 따른 2분기 협업기업 모집 계획을 다음과 같이 공고하오니, 참여를 희망하는 중소기업은 안내에 따라 신청하시기 바랍니다.
☞ 2개 이상의 중소기업으로 생산ㆍ연구개발ㆍ마케팅 기능을 갖춘 협업체를 구성하여, 제품을 개발ㆍ생산ㆍ판매하려는 중소기업
☞ 협업기업 대상 정부지원사업 참여자격 부여 지원
- (중소기업유통센터) 직접생산확인 기준 인정
- (중소벤처기업진흥공단) 혁신성장지원자금(협동화 자금융자) 신청 가능",경영,중소벤처기업진흥공단,중소벤처기업부,중소기업,중소기업,,,,,,,디자인/상품화/사업화,2026-04-28,2026-05-11,,온라인 접수 (중소벤처24_협업정보시스템),온라인 접수 (중소벤처24_협업정보시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121367,main,primary,2026년2분기중소기업간협업지원사업운영요령에따른협업기업신청공고,중소벤처기업진흥공단,2026-04-28~2026-05-11,경영,디자인/상품화/사업화
biz,PBLN_000000000121366,[제주] 소상공인ㆍ자영업자 재기지원사업 희망업체 모집 공고,"제주 소상공인ㆍ자영업자 재기지원사업 희망업체 모집계획을 아래와 같이 공고합니다.
☞ 새출발기금 채무조정 약정 도내 소상공인(폐업자 포함)
☞ 폐업사업장 지원, 지속 운영 사업장 재기 지원
- 폐업사업장 지원 : 폐업 사업장 원상복구 및 철거비용 지원
- 지속 운영 사업장 재기 지원 : 지속 운영 사업장 경영환경개선(컨설팅), 홍보비 지원",경영,제주신용보증재단,제주특별자치도,소상공인,소상공인,,,,,,,시설/입지지원,선착순 접수,,,이메일 접수 (jcgfedu@jcgf.or.kr),이메일 접수 (jcgfedu@jcgf.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121366,main,primary,제주소상공인ㆍ자영업자재기지원사업희망업체모집공고,제주신용보증재단,선착순 접수~,경영,시설/입지지원
biz,PBLN_000000000121365,2026년 중소기업 CBAM대응 인프라(MRV)구축 사업 참여기업 모집 수정 공고,"중소기업이 고도의 전문성을 요구하는 EU 탄소국경조정제도(CBAM)에 대응하여 수출경쟁력을 확보할 수 있도록 2026년도 「중소기업 CBAM대응 인프라(MRV)구축」 사업의 참여기업을 다음과 같이 모집합니다.
☞ EU로 CBAM 대상 품목 수출(희망) 중소기업
☞ 제품별 탄소 배출량 산정 MRV 인프라 구축 지원
- (H/W) 생산설비, 유틸리티에서 발생하는 에너지 사용량 측정을 위한 계측설비 구축
- (S/W) 탄소 배출량 산정을 위한 에너지 사용량 모니터링 시스템 및 EU CBAM 규정에 따른 보고서 작성 등 시스템 인프라 구축
- (검증) 배출량 산정값의 신뢰성 확인을 위한 전문 기관의 탄소배출 산정량 검증ㆍ의견서 작성 및 규제 대응 지원",경영,중소벤처기업진흥공단,중소벤처기업부,중소기업,중소기업,,,,,,,시설/입지지원,2026-04-06,2026-05-14,,온라인 접수 (ESG 통합플랫폼),온라인 접수 (ESG 통합플랫폼),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121365,main,primary,2026년중소기업cbam대응인프라mrv구축사업참여기업모집수정공고,중소벤처기업진흥공단,2026-04-06~2026-05-14,경영,시설/입지지원
biz,PBLN_000000000121364,[전남] 2026년 차 기술지원 및 수출 상품화 지원사업 신청 공고,"도내 전통차 경영체들의 차 수출 가공제품 패키지 및 제품생산 개발 등 상품화 지원과 수출 확대를 위한 2026년 차 기술지원 및 수출 상품화 지원사업을 추진하니 참여를 희망하는 차 가공식품 수출 경영체 및 단체는 기한 내 신청하여 주시기 바랍니다.
☞ 전남지역 차 가공식품 수출 경영체 및 단체
☞ 수출제품 패키지 개발 및 제품개발 생산 비용(20,000천원) 지원",기술,전라남도농업기술원,전라남도,중소기업,중소기업,,,,,,,기술사업화/이전/지도,2026-04-21,2026-05-06,,"시군을 통한 공문접수, 이메일 접수
- 이메일 : keh9037@korea.kr","시군을 통한 공문접수, 이메일 접수
- 이메일 : keh9037@korea.kr",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121364,main,primary,전남2026년차기술지원및수출상품화지원사업신청공고,전라남도농업기술원,2026-04-21~2026-05-06,기술,기술사업화/이전/지도
biz,PBLN_000000000121363,"2026년 의료기기 및 무선통신기기 사이버보안(미국, 유럽) 규제 대응 지원사업 참여기업 모집 공고","중소벤처기업부에서 지원하는 해외수출규제대응지원사업의 일환으로, 중소기업의 해외 사이버보안 규제(美 FDA, EU CE) 대응지원을 통해 안정적인 해외시장 진출을 지원하기 위한「2026년 의료기기ㆍ무선통신기기 사이버보안(미국, 유럽) 규제 대응 지원사업」의 참여기업을 아래와 같이 모집합니다.
☞ 의료기기 및 무선통신기기 제품 수출(예정) 중소기업
☞ 사이버보안 규제 대응에 필요한 기술 컨설팅 및 보안 평가 등에 소요되는 비용의 70% 지원",판로/수출,한국화학융합시험연구원,중소벤처기업부,중소기업,중소기업,,,,,,,FTA활용/대응,2026-04-20,2026-05-12,,이메일 접수(mailtf@ktr.or.kr),이메일 접수(mailtf@ktr.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121363,main,primary,2026년의료기기및무선통신기기사이버보안미국유럽규제대응지원사업참여기업모집공고,한국화학융합시험연구원,2026-04-20~2026-05-12,수출,FTA활용/대응
biz,PBLN_000000000121362,[전북] 2026년 가상융합분야 국내 전시 마케팅 지원사업 모집 공고,"과학기술정보통신부가 주최하고, 정보통신산업진흥원과 한국가상융합디지털산업협회가 주관하는 대한민국 가상융합산업대전(KMF 2026) 공동관 전시 참가를 진행하고자 합니다. 전북특별자치도 내 지역기업의 자체 제작ㆍ개발한 상용화 콘텐츠를 홍보하고 대ㆍ내외 경쟁력을 제고하고자 하오니, 지역기업분들의 많은 참여 바랍니다.
​☞ 전북특별자치도 소재 가상융합분야 기업
- 상용화 콘텐츠가 출시 또는 제작이 완료된 시장 진출이 가능한 기업
☞ 전시 부스 지원으로 콘텐츠 홍보, 판로 확대, 국내ㆍ외 바이어 발굴 지원",판로/수출,전주정보문화산업진흥원,전북특별자치도,중소기업,중소기업,,,,,,,오프라인,2026-04-23,2026-05-13,,"이메일 접수 (whtmdwo11@jica.or.kr)
※ 제출 후, 확인전화 필수","이메일 접수 (whtmdwo11@jica.or.kr)
※ 제출 후, 확인전화 필수",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121362,main,primary,전북2026년가상융합분야국내전시마케팅지원사업모집공고,전주정보문화산업진흥원,2026-04-23~2026-05-13,내수,오프라인
biz,PBLN_000000000121361,2026년 2차 기술사업화 패키지 지원사업 시행계획 공고,"「2026년도 기술사업화 패키지」 지원사업 제2차 시행계획을 다음과 같이 공고하오니, 동 사업에 참여하고자 하는 중소기업은 안내에 따라 신청하시기 바랍니다.
☞ 「중소기업기본법」 제2조에 따른 중소기업
※ 세부 지원별 자격 상이, 공고문 참조
☞ 중소기업 스스로 사업화 로드맵을 설계하여 신청하고, 로드맵 특성에 따라 전문가가 처방한 사업화 프로그램 지원
- 최대 1.5억원의 R&D 후속 사업화 보조금 지급, 국고지원 보조율은 ’24년도 매출액 규모에 따라 40∼60% 차등 적용",기술,중소기업기술정보진흥원,중소벤처기업부,중소기업,중소기업,,,,,,,기술사업화/이전/지도,2026-05-11,2026-05-26,,온라인 접수 (중소기업기술개발사업 종합관리시스템),온라인 접수 (중소기업기술개발사업 종합관리시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121361,main,primary,2026년2차기술사업화패키지지원사업시행계획공고,중소기업기술정보진흥원,2026-05-11~2026-05-26,기술,기술사업화/이전/지도
biz,PBLN_000000000121360,2026년 글로벌베이스캠프 사업 수행기관 모집 재공고,"민간의 네트워크와 우수자원을 활용하여 현지 거점을 기반으로 중소벤처기업의 글로벌 진출을 지원하는 “글로벌베이스캠프 사업”의 민간위탁 수행기관 선정을 위한 공모를 다음과 같이 재공고합니다.
☞ 해외진출을 희망하는 유망 중소벤처기업
※ 자세한 지원대상 공고문 참
☞ 계약 검증지원 등 현지 초기정착 컨설팅, 상시 B2B 홍보지원(쇼룸 전시), 바이어 매칭 및 협상 등 현지 진출 지원",경영,중소벤처기업진흥공단,중소벤처기업부,중소기업,중소기업,,,,,,,디자인/상품화/사업화,2026-04-27,2026-05-10,,이메일 접수 (jyseo@kosmes.or.kr),이메일 접수 (jyseo@kosmes.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121360,main,primary,2026년글로벌베이스캠프사업수행기관모집재공고,중소벤처기업진흥공단,2026-04-27~2026-05-10,경영,디자인/상품화/사업화
biz,PBLN_000000000121359,2026년 패션 솔버톤(Fashion Solve-A-Thon) 모집 공고,"본 연합회에서는 패션산업 현안과 사회적 문제에 융복합 솔루션을 제시하고, 협업을 통해 이를 구체화ㆍ시각화하여 산업의 확장성 확보를 위한 「2026 패션 솔버톤(Fashion Solve-A-Thon)」 참가팀을 모집하고자 하오니 많은 신청 바랍니다. 
☞ 예비 창업자(팀) 또는 공고 마감일 기준 3년 미만 창업자(팀)
☞ 창업 강의 제공, 전문가 멘토링 및 창업 교육 연계, IR 발표 멘토링, 상금 및 상장 등 지원
※ 자세한 지원내용 공고문 참조",창업,부산섬유패션산업연합회,부산광역시,창업벤처,초기창업기업,,,,,,,사업화지원,2026-04-27,2026-05-29,,이메일 접수 (koreancostumecontest@naver.com),이메일 접수 (koreancostumecontest@naver.com),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121359,main,primary,2026년패션솔버톤fashionsolveathon모집공고,부산섬유패션산업연합회,2026-04-27~2026-05-29,창업,사업화지원
biz,PBLN_000000000121358,[경기] 광명시 2026년 중소기업 맞춤형 온라인 마케팅 지원사업 참가 모집 공고(광명상생플랫폼 운영사업),"광명시와 경기테크노파크에서는 관내 중소기업의 온라인 매출 증대를 위하여 시장 경쟁력과 자생력을 갖출 수 있도록 「2026년 광명시 중소기업 맞춤형 온라인 마케팅 지원사업」 참여기업을 모집하고자 다음과 같이 공고하오니 많은 관심과 참여 바랍니다.
☞ 광명시 관내 중소제조기업
☞ 맞춤형 온라인 마케팅(업체당 최대 250만원 이내) 지원
- 제품홍보 상세페이지제작 지원
- 기업 홈페이지 제작 및 리뉴얼 개발지원
- 제품홍보 동영상 제작 지원
- 키워드광고 및 쇼핑검색 온라인광고지원
- 라이브커머스 및 택배배송비 지원
※ 기업별 맞춤형 선택 지원",경영,경기테크노파크,경기도,중소기업,중소기업,,,,,,,디자인/상품화/사업화,2026-04-27,2026-05-22,,"방문, 우편, 이메일 및 온라인 접수
- 접수처 : (15588) 경기도 안산시 상록구 해안로 705 (재)경기테크노파크 4동(지원편의동) 3층 318호 기술사업화팀
- 이메일 : ygh6463@gtp.or.kr
- 온라인 : 경기테크노파크","방문, 우편, 이메일 및 온라인 접수
- 접수처 : (15588) 경기도 안산시 상록구 해안로 705 (재)경기테크노파크 4동(지원편의동) 3층 318호 기술사업화팀
- 이메일 : ygh6463@gtp.or.kr
- 온라인 : 경기테크노파크",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121358,main,primary,경기광명시2026년중소기업맞춤형온라인마케팅지원사업참가모집공고광명상생플랫폼운영사업,경기테크노파크,2026-04-27~2026-05-22,경영,디자인/상품화/사업화
biz,PBLN_000000000121357,2026년 바이오기업 해외진출 지원사업 참여기업 모집 공고,"유타대학교ㆍ유타대학교 아시아캠퍼스 산학협력단과 공동으로 세계 최대 바이오헬스 시장인 미국 진출을 위한 맞춤형 지원을 제공하여, 인천바이오기업의 글로벌 경쟁력 강화 및 해외 진출 기반 마련을 도모하는「바이오기업 해외진출 지원사업」에 참여할 의료기기, 디지털헬스케어, 바이오테크 기업을 다음과 같이 모집합니다.
☞ 바이오기업 중 의료기기, 디지털헬스케어, 바이오테크 기업, 인천광역시에 본점 또는 공장 또는 연구소가 소재한 기업
※단, 관외기업 중 2026년 내 인천으로 본점ㆍ연구소ㆍ공장 중 하나를 이전 확약한 기업
☞  FDA 인허가 진단 프로그램(1단계), FDA 인허가 획득을 위한 패키지 지원(2단계), Plug and Play GOAL 프로그램, 미국 내 법인 설립지원",판로/수출,인천테크노파크,인천광역시,중소기업,중소기업,,,,,,,FTA활용/대응,2026-04-22,2026-05-06,,이메일 접수(md@itp.or.kr),이메일 접수(md@itp.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121357,main,primary,2026년바이오기업해외진출지원사업참여기업모집공고,인천테크노파크,2026-04-22~2026-05-06,수출,FTA활용/대응
biz,PBLN_000000000121356,[충남] 2026년 소상공인 가업승계(충남이어家) 지원사업 모집 공고,"충청남도와 (재)충남경제진흥원에서는 지역 브랜드 이미지를 제고하여 지역 경제 활성화 촉진하기 위한 2026년 가업승계(충남이어家) 지원 사업 참여 소상공인을 모집하오니 많은 참여 바랍니다.
☞ 동일 업종(업태)에서 2대 이상 대를 이어 10년 이상 사업을 운영해오고 있는 충청남도 소상공인 지원에 관한 조례 제2조에 따른 소상공인(승계 완료 및 승계 예정 포함)
☞ 경영지원금(최대 7백만원 이내) 지원
- 인증현판 제공
- SNS홍보(브릿지 청년 서포터즈)제공 등",경영,충남경제진흥원,충청남도,소상공인,소상공인,,,,,,,디자인/상품화/사업화,2026-04-24,2026-05-20,,온라인 접수 (판판대로),온라인 접수 (판판대로),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121356,main,primary,충남2026년소상공인가업승계충남이어家지원사업모집공고,충남경제진흥원,2026-04-24~2026-05-20,경영,디자인/상품화/사업화
biz,PBLN_000000000121355,2026년 스마트제조혁신기업 TV홈쇼핑 코칭ㆍ상담회(공영홈쇼핑) 참여기업 모집 공고,"중소기업기술정보진흥원은 공영홈쇼핑과 협력하여 스마트공장 지원사업에 참여한 중소기업의 제품 판로개척 및 마케팅 지원을 위한 사업을 아래와 같이 공고하오니 많은 참여 바랍니다.
☞ 중소벤처기업부 소관의 스마트공장 지원사업에 참여하여 성공한 B2C 중소기업
☞ 제품 코칭ㆍ상담, 교육지원, 지원사업 설명회 등 
① (코칭상담) TV홈쇼핑 부문 홈쇼핑MD와 참가기업의 1:1 제품 컨설팅
② (교육지원) TV홈쇼핑 제품 품질관리 요령 등 기본 소양 교육
③ (사업설명회) 중소벤처기업부 판로지원 사업 및 공영홈쇼핑 공익사업 소개 등",경영,중소기업기술정보진흥원,중소벤처기업부,중소기업,중소기업,,,,,,,디자인/상품화/사업화,2026-04-27,2026-05-22,,온라인 접수(판판대로),온라인 접수(판판대로),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121355,main,primary,2026년스마트제조혁신기업tv홈쇼핑코칭ㆍ상담회공영홈쇼핑참여기업모집공고,중소기업기술정보진흥원,2026-04-27~2026-05-22,경영,디자인/상품화/사업화
biz,PBLN_000000000121354,2026년 12기 드림벤처스타 지원사업 모집 공고(Dream Venture Star with 호반그룹),"대전창조경제혁신센터는 최고의 품질과 서비스로 신뢰받는 글로벌 종합 건설기업 ‘호반그룹’과 함께 유망 스타트업 발굴 및 협업 연계를 위한 오픈이노베이션 프로그램을 추진하오니 많은 관심과 참여 바랍니다.
☞ 호반그룹과 협업 희망하는 초기 단계 기술 기반이며 업력 만 7년 이내 스타트업
☞ PoC 사업화 자금, 후속지원 검토 지원
- PoC 사업화자금 최대 1,500만원 지원
- 대전창조경제혁신센터 후속 창업지원사업 연계/투자 등
- 호반그룹 내 협업 프로젝트 고도화를 위한 사업부서 매칭, 서비스개발을 위한 샘플 DB제공 및 사내 전문가 멘토링 지원
- BM고도화 등과 관련한 호반그룹 內 현업부서 컨설팅, 인적ㆍ물적 자원 활용 지원",창업,대전창조경제혁신센터,대전광역시,창업벤처,초기창업기업,,,,,,,사업화지원,2026-04-27,2026-05-27,,온라인 접수 (대전창조경제혁신센터),온라인 접수 (대전창조경제혁신센터),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121354,main,primary,2026년12기드림벤처스타지원사업모집공고dreamventurestarwith호반그룹,대전창조경제혁신센터,2026-04-27~2026-05-27,창업,사업화지원
biz,PBLN_000000000121353,[충북] 2026년 소부장 전문기업 육성지원사업 해외전시회 모집 재공고,"도내 소재ㆍ부품ㆍ장비 기업의 글로벌 시장 속 경쟁력 확보 강화를 위해 「2026 매뉴팩처링 월드 도쿄」에 참가할 기업을 모집하오니, 지원을 희망하는 기업은 관련 절차에 따라 신청하여 주시기 바랍니다.
☞ 사업공고일 기준 충청북도에 본사, 사업장, 공장 중 1개를 보유하고 있는 소재ㆍ부품ㆍ장비 관련 업종 해당 스타트업ㆍ중소ㆍ중견기업
- 사업공고일 기준 소부장 전문기업 확인증을 보유하고있는 소재ㆍ부품ㆍ장비 관련 업종 해당 스타트업ㆍ중소ㆍ중견기업
☞ 충북공동관 내 전시 부스 제공 (참가 등록비, 공동관 부스ㆍ설치비)
- 전시회 참가 전반 지원 (홍보물, 운송, 통역 등 기업별 맞춤형 지원)",판로/수출,충북과학기술혁신원,충청북도,중소기업,중소기업,,,,,,,해외진출,2026-04-22,2026-05-08,,"온라인 및 이메일 접수
- 온라인 : 충북과학기술혁신원 과제관리시스템 비즈온
- 이메일 : ljs971113@cbist.or.kr
※ 온라인 접수 후 이메일로 제출서류 발송","온라인 및 이메일 접수
- 온라인 : 충북과학기술혁신원 과제관리시스템 비즈온
- 이메일 : ljs971113@cbist.or.kr
※ 온라인 접수 후 이메일로 제출서류 발송",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121353,main,primary,충북2026년소부장전문기업육성지원사업해외전시회모집재공고,충북과학기술혁신원,2026-04-22~2026-05-08,수출,해외진출
biz,PBLN_000000000121352,[서울] 2026년 제품화지원센터 제품화 지원사업 모집 공고,"서울창업허브 제품화지원센터에서는 H/W분야 기업 제품의 경쟁력 강화 및 시장진출을 위한「2026년 제품화지원센터 제품화 지원」사업을 다음과 같이 공고하오니 제품화지원센터를 통해 제품화 지원을 희망하는 기업의 많은 참여를 바랍니다.
☞ 서울시 내 업력 7년 이내 H/W분야 스타트업
※ 공고마감일까지 서울 소재 기업본사지사기업부설연구소 중 하나 이상 서울 소재으로 등록된 기업
☞ 선정기업의 지원요청 분야에 따른 전문 엔지니어의 기술지원, 제품화지원센터 장비를 활용한 제품화 지원 및 판로연계 지원
- 3D모델링, 제품 설계, 시제품 제작, 금형 제작ㆍ사출, SMT제작",창업,서울경제진흥원,서울특별시,창업벤처,초기창업기업,,,,,,,사업화지원,2026-04-27,2026-05-14,,온라인 접수 (스타트업플러스),온라인 접수 (스타트업플러스),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121352,main,primary,서울2026년제품화지원센터제품화지원사업모집공고,서울경제진흥원,2026-04-27~2026-05-14,창업,사업화지원
biz,PBLN_000000000121351,2026년 12기 드림벤처스타 지원사업 모집 공고(Dream Venture Star with SK텔레콤),"대전창조경제혁신센터는 AI 기반의 혁신적인 통신 서비스를 통해 새로운 일상 경험을 제공하는 ‘SK텔레콤’과 함께 유망 스타트업 발굴 및 협업 연계를 위한 오픈이노베이션 프로그램을 추진하오니 많은 관심과 참여 바랍니다.
☞ SK텔레콤과 협업 희망하는 초기 단계 기술 기반하며 업력 만 7년 이내 스타트업
☞ PoC 사업화자금, 후속지원 검토 지원
- PoC 사업화자금 최대 1,500만원 지원
- SK그룹 계열사 및 파트너사 연계를 통한 추가 협력 기회 지원
- 대전창조경제혁신센터 후속 창업지원사업 연계 지원 등",창업,대전창조경제혁신센터,대전광역시,창업벤처,초기창업기업,,,,,,,사업화지원,2026-04-27,2026-05-27,,온라인 접수 (대전창조경제혁신센터),온라인 접수 (대전창조경제혁신센터),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121351,main,primary,2026년12기드림벤처스타지원사업모집공고dreamventurestarwithsk텔레콤,대전창조경제혁신센터,2026-04-27~2026-05-27,창업,사업화지원
biz,PBLN_000000000121350,[서울] 2026년 기후테크 오픈이노베이션 지원사업 참여기업 모집 공고,"국가녹색기술연구소 서울기후테크산업지원센터는 기후테크 산업계의 혁신 역량을 증진하고 성장 동력을 확보하기 위해「2026년 서울시 기후테크 오픈 이노베이션 지원사업」참여기업을 다음과 같이 모집하오니 관심 기업의 많은 참여 바랍니다.
☞ 서울 소재 기후 기술을 보유한 스타트업 및 중소기업
※ (서울소재) 본사/지사/사업장/연구소 중 1곳 이상 서울소재 기업 必
☞ 오픈이노베이션 지원금 지원
- 서울 소재 기후분야 스타트업ㆍ중소기업이 신기술 개발, 시장 진출 등을 위해 대ㆍ중견기업 또는 대학ㆍ연구소와의 오픈이노베이션(협업)을 발굴하고 추진하는데 필요한 비용을 지원",경영,국가녹색기술연구소,서울특별시,중소기업,중소기업,,,,,,,디자인/상품화/사업화,2026-04-23,2026-05-06,,이메일 접수(greeninfo@nigt.re.kr),이메일 접수(greeninfo@nigt.re.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121350,main,primary,서울2026년기후테크오픈이노베이션지원사업참여기업모집공고,국가녹색기술연구소,2026-04-23~2026-05-06,경영,디자인/상품화/사업화
biz,PBLN_000000000121349,[경기] 2026년 화성산업진흥원  MD 상담회 참가기업 모집 공고,"화성산업진흥원에서 관내 생활소비재 기업의 국내 판로개척 및 거래 활성화를 지원하기 위해 「2026년 MD 상담회 지원사업」의 참가기업을 모집하고자 합니다. 많은 관심과 지원 바랍니다.
☞ 관내 본사 또는 공장 소재 생활소비재 제조기업
※ 생활소비재 범위 : 생활용품, 식품, 뷰티, 유아용품 등 B2C 거래가 가능한 완제품
☞ MD 상담회 지원
- 사전교육, 제품 품평회, MD 매칭 상담 지원
※ 자세한 지원내용 공고문 참조",판로/수출,화성산업진흥원,경기도,중소기업,중소기업,,,,,,,오프라인,2026-04-27,2026-05-20,,온라인 접수 (화성시 기업지원플랫폼),온라인 접수 (화성시 기업지원플랫폼),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121349,main,primary,경기2026년화성산업진흥원md상담회참가기업모집공고,화성산업진흥원,2026-04-27~2026-05-20,내수,오프라인
biz,PBLN_000000000121348,2026년 한-체코ㆍ한-중국 에너지국제공동R&D 신규지원 대상과제 공고,"2026년 한-체코,한-중국 에너지국제공동연구사업의 신규지원 대상 연구개발과제를 다음과 같이 공고하오니 해당 기술개발과제를 수행하고자 하는 자는 관련 규정에 따라 신청하여 주시기 바랍니다.
☞ 주관연구개발기관 및 공동연구개발기관
- 기업, 대학, 연구기관, 연구조합, 사업자단체, 의료기관 등 국가연구개발혁신법 제2조 제3호 및 같은 법 시행령 제2조 제1항, 에너지법 제12조 제1항 및 같은 법 시행령 제8조의2, 에너지기술개발사업 공통 운영요령 제2조 제1항 제3호, 제4호 및 제4의2호, 제8의3부터 제8의5, 제51호에 해당하는 기관
※ 자세한 지원대상 공고문 참조
☞ (한-체코공동펀딩R&D) 원자력, ESS 국제공동연구 지원
- (한-중국공동펀딩R&D) CCUS, 전력망 국제공동연구 지원",기술,한국에너지기술평가원,기후에너지환경부,중소기업,중소기업,,,,,,,공동기술개발,사업별 상이,,,온라인 접수(범부처통합연구지원시스템),온라인 접수(범부처통합연구지원시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121348,main,primary,2026년한체코ㆍ한중국에너지국제공동rd신규지원대상과제공고,한국에너지기술평가원,사업별 상이~,기술,공동기술개발
biz,PBLN_000000000121347,[경남] 2026년 소재부품 성장 잠재기업 육성사업 수요기업 모집 공고,"한국생산기술연구원 첨단하이브리드생산기술센터에서는 동부경남지역 소재부품분야 관련 중소기업 지원 확대를 통한 지역 소재부품산업의 경쟁력 강화를 위하여, 「2026년도 경남 소재부품 성장 잠재기업 육성사업」을 아래와 같이 공고하오니, 지원을 희망하시는 관련 기업에서는 많은 참여바랍니다.
☞ 동부경남지역(양산, 창원, 김해, 밀양 등) 소재부품산업분야 중소기업
☞ 경남 소재부품 성장잠재기업 육성사업, 경남 소재부품 성장 잠재기업 육성사업(고투게더) R&D 지원
- 지원규모 사업비 50,000 천원 이내
※ 자세한 지원내용 공고문 참조",기술,한국생산기술연구원,경상남도,중소기업,중소기업,,,,,,,기술사업화/이전/지도,2026-04-23,2026-05-07,,이메일 접수 (hsb85@kitech.re.kr),이메일 접수 (hsb85@kitech.re.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121347,main,primary,경남2026년소재부품성장잠재기업육성사업수요기업모집공고,한국생산기술연구원,2026-04-23~2026-05-07,기술,기술사업화/이전/지도
