source,source_id,title,summary,s_category,provider,region,raw_target_group,raw_support_type,raw_target_age,raw_income_condition,raw_startup_stage,raw_additional_conditions,raw_required_documents,raw_application_method,raw_period_text,_scope,_scope_reason,_dup_candidate,_dedupe_key,norm_title,norm_provider,norm_period,norm_detail_url,raw_detail_url
kst,177376,IP 디딤돌 프로그램,"부산지식재산센터에서는 예비창업자의 창조적 아이디어를 발굴하고 이를 전문가(변리사, 창업컨설턴트)와 함께 사업아이템으로 도출하고 지식재산을 창출하여 창업 및 사업화를 유도하기 위한 「IP디딤돌 프로그램」을 운영하고자 하오니, 많은 관심과 참여바랍니다.",교육/멘토링,부산지식재산센터,부산,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업",멘토링ㆍ컨설팅ㆍ교육,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,예비창업자,,,"온라인 접수: None
이메일 접수: 1e7aWVFxDPlr18OvBotk9A55VkgXQkwJ4bpoh2BgD+U=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260427 ~ 20260507,main,primary,False,ip디딤돌프로그램|부산지식재산센터|20260427~20260507,ip디딤돌프로그램,부산지식재산센터,20260427~20260507,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177376,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177376
kst,177375,2026년 스마트 전자약 사업화 종합 지원 사업,[스마트전자약 사업화 종합지원센터]는 국내 스마트 전자약 산업의 기술 역량을 보유한 기업들이 사업화를 성공적으로 추진할 수 있도록 지원하는 사업입니다,창업,스마트전자약종합지원센터,전국,일반기업,사업화,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",,,"온라인 접수: https://smartemedicine.co.kr
이메일 접수: 8c4/Quagj+evK8RX/s8A14kkrbXmjIsuBwmu54kggsA=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: 이메일접수",20260424 ~ 20260504,main,primary,False,2026년스마트전자약사업화종합지원사업|스마트전자약종합지원센터|20260424~20260504,2026년스마트전자약사업화종합지원사업,스마트전자약종합지원센터,20260424~20260504,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177375,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177375
kst,177373,2026년 WEROUND 제2차 신규 입주기업 모집 공고 (~5/15),"2026년 제2차 WEROUND 신규 입주기업 모집을 다음과 같이 공고하오니, 입주를 희망하는 (예비) 창업 기업들의 많은 신청 부탁드립니다.",시설/공간,판교캠퍼스사업단,전국,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업",시설ㆍ공간ㆍ보육,"만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",,,"온라인 접수: None
이메일 접수: aOiuSiGi1g0bA3lYMWqQsYG6AJKC6IXLcbgZPwb0BWw=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260427 ~ 20260515,main,primary,False,2026년weround제2차신규입주기업모집공고|판교캠퍼스사업단|20260427~20260515,2026년weround제2차신규입주기업모집공고,판교캠퍼스사업단,20260427~20260515,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177373,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177373
kst,177372,민간투자주도형 기술창업 활성화 지원,"전북특별자치도 정부출연연 보유 기술 기반 기획형 창업을 발굴·육성하고, 기술이전·사업화·투자 연계를 통한 전주기 지원을 추진하기 위하여 다음과 같이 (예비)창업기업을 모집하오니 많은 관심과 참여 바랍니다.",교육/멘토링,딥테크창업기획부,전북,"연구기관,일반기업,1인 창조기업",멘토링ㆍ컨설팅ㆍ교육,"만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",,,"온라인 접수: None
이메일 접수: Jgw8NgvidchCKRN7n9HCCw==
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260424 ~ 20260517,main,primary,False,민간투자주도형기술창업활성화지원|딥테크창업기획부|20260424~20260517,민간투자주도형기술창업활성화지원,딥테크창업기획부,20260424~20260517,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177372,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177372
kst,177371,2026 콘텐츠 피칭 플랫폼 케이녹(KNOCK) 정규라운드 참가기업 모집공고,"2026 콘텐츠 피칭 플랫폼 KNOCK(케이녹) 정규라운드 참가기업 모집을 다음과 같이 공고하오니,
투자유치를 희망하는 콘텐츠 기업의 많은 관심과 참여 바랍니다.",행사/네트워크,KNOCK 운영사무국,전국,일반기업,행사ㆍ네트워크,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"5년미만,7년미만,10년미만",,,"온라인 접수: https://www.kocca.kr/kocca/pims/view.do?intcNo=326D00067002&menuNo=204104&recptSt=&category=&pageIndex=1&search=&searchWrd=
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260421 ~ 20260508,main,primary,False,2026콘텐츠피칭플랫폼케이녹정규라운드참가기업모집공고|knock운영사무국|20260421~20260508,2026콘텐츠피칭플랫폼케이녹정규라운드참가기업모집공고,knock운영사무국,20260421~20260508,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177371,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177371
kst,177370,「2026 농촌융복합산업 액셀러레이터 육성지원 사업」킹고스프링 팜스프링보드 참여기업 모집공고,"한국농어촌공사(농촌자원개발원)이 지원하는 「2026 농촌융복합산업 액셀러레이터 육성지원 사업」킹고스프링 팜스프링보드에 참여할
농촌산업을 선도하고자 하는 업력 7년 미만의 (예비)농촌융복합산업 인증사업자분들의 많은 관심과 지원 바랍니다.",창업,기업성장본부,전국,"일반인,대학,연구기관,일반기업,1인 창조기업",사업화,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",,,"온라인 접수: None
이메일 접수: 7txb2ZfTUET9poWvuO3Mcvqk7iaT13q3q2SI7jrImbw=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260420 ~ 20260510,main,primary,False,2026농촌융복합산업액셀러레이터육성지원사업킹고스프링팜스프링보드참여기업모집공고|기업성장본부|20260420~20260510,2026농촌융복합산업액셀러레이터육성지원사업킹고스프링팜스프링보드참여기업모집공고,기업성장본부,20260420~20260510,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177370,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177370
kst,177369,2026년 경기도 무역위기 대응 K-FOOD 페루 통상촉진단 참가기업 모집,"경기도와 (재)경기도경제과학진흥원에서는 경기도 본사 소재 농식품 중소기업 및 농업인, 생산자단체의 남미시장 진출 지원을 위한 『2026년 경기도 무역위기 대응 K-FOOD 페루 통상촉진단』 참가기업을 아래와 같이 모집하오니 많은 신청 바랍니다.",판로/수출,수출마케팅팀,경기,"일반기업,1인 창조기업",판로ㆍ해외진출,"만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",,,"온라인 접수: https://egbiz.or.kr/pd/53606.do
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260424 ~ 20260430,main,primary,False,2026년경기도무역위기대응kfood페루통상촉진단참가기업모집|수출마케팅팀|20260424~20260430,2026년경기도무역위기대응kfood페루통상촉진단참가기업모집,수출마케팅팀,20260424~20260430,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177369,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177369
kst,177368,2026 제4회 동남권 엔젤투자피칭,"『엔젤투자피칭룸』은 동남권 소재 (경남, 부산, 울산) 스타트업의 투자유치를 지원하는 투자 상담 프로그램입니다. 투자유치에 관심 있으신 동남권 소재 스타트업들의 많은 관심과 참여 부탁드립니다.",교육/멘토링,동남권 엔젤투자허브,경남,일반기업,멘토링ㆍ컨설팅ㆍ교육,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",,,"온라인 접수: https://www.kban.or.kr/jsp/ext/mrt/angelTalkTalk.jsp
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260424 ~ 20260506,main,primary,False,2026제4회동남권엔젤투자피칭|동남권엔젤투자허브|20260424~20260506,2026제4회동남권엔젤투자피칭,동남권엔젤투자허브,20260424~20260506,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177368,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177368
kst,177364,제14회 충남 공공데이터·AI 활용 창업 경진대회 참가기업 모집 공고,공공데이터와 AI을 활용한 아이디어 기획 및 제품․서비스 개발을 통해  공공데이터 기반의 창업을 촉진하고자 아래와 같이“제14회 충남 공공데이터 ·AI 활용 창업경진대회”를 개최하오니 많은 관심과 참여를 바랍니다.,창업,O.I추진실,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업",사업화,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",,,"온라인 접수: http://www.ccceicontest.or.kr/contest/view.php?idx=166
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260326 ~ 20260526,main,primary,False,제14회충남공공데이터ai활용창업경진대회참가기업모집공고|oi추진실|20260326~20260526,제14회충남공공데이터ai활용창업경진대회참가기업모집공고,oi추진실,20260326~20260526,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177364,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177364
kst,177363,2026년 쉬었음청년‧경력보유여성 AI 활용 교육과정,동남권(부·울·경)지역의‘쉬었음청년‧경력보유여성’대상으로 2026년 AI 활용 교육과정 참가자를 다음과 같이 모집하오니 많은 참여 바랍니다.,교육/멘토링,인재양성단,부산,"청소년,대학생,일반인,대학",멘토링ㆍ컨설팅ㆍ교육,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",,,"온라인 접수: None
이메일 접수: 13L1ZDxbyYrg7/M1PmwVTQ==
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260424 ~ 20260522,main,primary,False,2026년쉬었음청년경력보유여성ai활용교육과정|인재양성단|20260424~20260522,2026년쉬었음청년경력보유여성ai활용교육과정,인재양성단,20260424~20260522,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177363,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177363
kst,177362,크라우드 펀딩으로 시작해 해외 수출까지  창업자를 위한 크라우드 펀딩 실전 성장 전략,"2026 강동K-ISS멘토링센터 세미나
크라우드 펀딩으로 시작해 해외 수출까지  '창업자를 위한 크라우드 펀딩 실전 성장 전략'

강사 : 신웅철 대표 / 연성욱 팀장
 (주)맥파이테크
  - 세계 최초 양방향 레이저 거리측정기 출시, 국내외 판매
  - 2017년 해외 크라우드 펀딩 (킥스타터, 인디고고, 마쿠아케)
    : 120만불 실적
  - 국내 와디즈 펀딩 : 약 4억 8천만원 실적(누적)
  - 해외 크라우드펀딩 실적(2016년 이후) : 약 231만$

주최 (주)이노시아 강동K-ISS멘토링센터

창업자들의 해외 국내 크라우드 펀딩에 유익한 세미나를 준비하였습니다 많은 신청을 부탁드립니다",교육/멘토링,운영팀,전국,"일반기업,1인 창조기업",멘토링ㆍ컨설팅ㆍ교육,"만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",,,"온라인 접수: None
이메일 접수: DyS/iIDuL/ZehLknjR+cbhG9u7s4HGE7wpd1vaGkGCQ=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260424 ~ 20260520,main,primary,False,크라우드펀딩으로시작해해외수출까지창업자를위한크라우드펀딩실전성장전략|운영팀|20260424~20260520,크라우드펀딩으로시작해해외수출까지창업자를위한크라우드펀딩실전성장전략,운영팀,20260424~20260520,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177362,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177362
kst,177360,"[인포뱅크X티비즈] 2026년 서울홍릉강소특구 GRaND-K 창업학교 예비/초기창업 기업 모집(~5/8, 17:00)","2026 서울홍릉강소특구「GRaND-K 창업학교」프로그램에 함께 할 예비·초기 스타트업을 모집합니다.

지난 30여년간 다양한 신규 사업 및 성공적인 기업공개(IPO) 경험을 토대로 예비·초기 스타트업 육성과 투자를 활발하게 해 온 '인포뱅크'와 기술사업화 전문기업 '티비즈' 및 분야별 전문가들이
예비·초기 스타트업을 위한 맞춤형 프로그램을 제공하오니 많은 관심과 참여 바랍니다.",창업,iAccel 투자사업팀,서울,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업",사업화,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만",,,"온라인 접수: https://forms.gle/WEr8NCdfZUjf5iZx9
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260427 ~ 20260508,main,primary,False,인포뱅크x티비즈2026년서울홍릉강소특구grandk창업학교예비초기창업기업모집|iaccel투자사업팀|20260427~20260508,인포뱅크x티비즈2026년서울홍릉강소특구grandk창업학교예비초기창업기업모집,iaccel투자사업팀,20260427~20260508,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177360,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177360
kst,177359,파이썬 기반 데이터 분석 실무 프로젝트 과정 교육생 모집공고,"파이썬 기반 데이터 분석 실무 프로젝트 과정 모집을 다음과 같이 공고하오니, 부울경 지역 내 대상자분들의 많은 관심과 참여 바랍니다.",교육/멘토링,인재양성단,부산,"청소년,대학생,일반인,대학",멘토링ㆍ컨설팅ㆍ교육,"만 20세 미만,만 20세 이상 ~ 만 39세 이하",,"예비창업자,1년미만,2년미만,3년미만",,,"온라인 접수: https://www.baeulang.kr/bbs/board.php?bo_table=AI&wr_id=573&sca=%EB%B6%80%EC%82%B0
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260424 ~ 20260721,main,primary,False,파이썬기반데이터분석실무프로젝트과정교육생모집공고|인재양성단|20260424~20260721,파이썬기반데이터분석실무프로젝트과정교육생모집공고,인재양성단,20260424~20260721,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177359,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177359
kst,177358,『2026년 전남 나주 강소연구개발특구』이노테크 창업기업육성 사업 예비·초기 창업자 모집 공고,유망한 창업아이템을 보유한 창업자의 성공적인 창업을 지원하는 『2026년 이노테크 창업기업육성 사업(전남 나주 강소특구)』에 참여하실 예비창업자 및 초기창업자 모집 계획을 아래와 같이 공고하오니 많은 관심과 참여 바랍니다.,창업,창업보육실,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업",사업화,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,7년미만",,,"온라인 접수: None
이메일 접수: bmRpzBwwW8GynU2NUqnwtQ==
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260424 ~ 20260508,main,primary,False,2026년전남나주강소연구개발특구이노테크창업기업육성사업예비초기창업자모집공고|창업보육실|20260424~20260508,2026년전남나주강소연구개발특구이노테크창업기업육성사업예비초기창업자모집공고,창업보육실,20260424~20260508,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177358,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177358
kst,177357,창업보육센터및 기업 지원,"남서울대학교 창업보육센터 입주기업을 다음과 같이 모집하오니, 입주를 희망하는 기업은 안내에 따라 신청하여 주시기 바랍니다.",시설/공간,창업보육센터,충남,"대학생,일반인,일반기업,1인 창조기업",시설ㆍ공간ㆍ보육,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",,,"온라인 접수: None
이메일 접수: ILBDM2ToSTyzJwppXxdjF7LIAsJNXeqsd3/znfL5GAk=
팩스 접수: None
우편 접수: None
방문 접수: 충청남도 천안시 성환읍 대학로 91, 지식정보관 408호 창업보육센터
기타 접수: 입주신청서류 제출 전, 사전 상담을 위해 전화 주시기 바랍니다.",20260427 ~ 20261231,main,primary,False,창업보육센터및기업지원|창업보육센터|20260427~20261231,창업보육센터및기업지원,창업보육센터,20260427~20261231,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177357,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177357
kst,177356,2026 스마트공장 운영 시스템  MVP 개발 해커톤,AI를 활용한 스마트공장 운영 시스템 (플랫폼) MVP 개발을 주제로 다음과 같이 해커톤을 개최하오니 많은 관심과 참여 바랍니다.,행사/네트워크,연구기획실 메이커스페이스 전문랩,경기,"대학생,일반인,일반기업,1인 창조기업",행사ㆍ네트워크,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",,,"온라인 접수: https://www.aictms.or.kr/core/?cid=65&role=programevview&pSeq=4315&tab=
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260423 ~ 20260513,main,primary,False,2026스마트공장운영시스템mvp개발해커톤|연구기획실메이커스페이스전문랩|20260423~20260513,2026스마트공장운영시스템mvp개발해커톤,연구기획실메이커스페이스전문랩,20260423~20260513,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177356,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177356
kst,177354,2026년 농촌융복합 팜스터치 액셀러레이팅 프로그램 3기 참여 경영체 모집,한국농어촌공사(농촌자원개발원)이 지원하는 「2026 농촌융복합산업 액셀러레이터 육성지원 사업」에 참여할 농촌산업을 선도하고자 하는 업력 7년 미만의 (예비)농촌융복합산업 인증사업자분들의 많은 관심과 지원 바랍니다.,창업,딥테크창업기획부,전국,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업",사업화,"만 20세 이상 ~ 만 39세 이하,만 40세 이상",,7년미만,,,"온라인 접수: None
이메일 접수: SeDES7k8DI6WpLCLd3DWDV/QlSIkC9fEr1gOtsbLZU4=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260420 ~ 20260510,main,primary,False,2026년농촌융복합팜스터치액셀러레이팅프로그램3기참여경영체모집|딥테크창업기획부|20260420~20260510,2026년농촌융복합팜스터치액셀러레이팅프로그램3기참여경영체모집,딥테크창업기획부,20260420~20260510,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177354,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177354
kst,177353,메이커 스페이스,"양산을 원하는 창업자를 대상으로 '2026년 시제품 제작 프로그램(양산연계 지원 과정)'을 운영하오니, 많은 관심과 참여 부탁드립니다.",시설/공간,창업성장지원팀,광주,"대학생,일반인,일반기업,1인 창조기업",시설ㆍ공간ㆍ보육,"만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"1년미만,2년미만,3년미만,5년미만,7년미만",,,"온라인 접수: None
이메일 접수: yZh+t/nAr9N7b+k1cGMzVDwzf6ehA3wNjku556rrtpU=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260422 ~ 20260508,main,primary,False,메이커스페이스|창업성장지원팀|20260422~20260508,메이커스페이스,창업성장지원팀,20260422~20260508,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177353,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177353
kst,177352,「소상공인 희망이음 프로젝트 」소상공인 우수제품 공모,"케이뱅크와 중소상공인희망재단은 소상공인의 우수제품을 발굴‧구매하여 취약계층 지원에 연계하는 「소상공인 희망이음 프로젝트」를 추진합니다. 이에 복지 현장에서 활용 가능한 소상공인 우수제품을 다음과 같이 공모하오니, 상생 가치를 실천하고자 하는 소상공인 여러분의 많은 참여 바랍니다.",판로/수출,코업성장사업부,전국,"일반기업,1인 창조기업",판로ㆍ해외진출,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",,,"온라인 접수: www.heemangfdn.or.kr/layout/res/home.php?go=pds.list&pds_type=1&start=0&num=1388&s_key1=&s_head=&s_que=
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260423 ~ 20260515,main,primary,False,소상공인희망이음프로젝트소상공인우수제품공모|코업성장사업부|20260423~20260515,소상공인희망이음프로젝트소상공인우수제품공모,코업성장사업부,20260423~20260515,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177352,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177352
kst,177351,2026 시흥시 청년 초기 창업가 육성 프로그램 참여자 모집,"마켓랜딩 캠프, 실무 컨설팅, 비즈니스 트립까지 초기 청년 창업가(1~3년차)를 모집합니다.",창업,사업운영팀,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업",창업교육,"만 20세 미만,만 20세 이상 ~ 만 39세 이하",,"1년미만,2년미만,3년미만",,,"온라인 접수: https://forms.gle/GM5ChomdKbnaT1C3A
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260423 ~ 20260510,main,primary,False,2026시흥시청년초기창업가육성프로그램참여자모집|사업운영팀|20260423~20260510,2026시흥시청년초기창업가육성프로그램참여자모집,사업운영팀,20260423~20260510,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177351,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177351
kst,177350,2026년 중동상황 대응 물류지원금 지원사업 모집,중동 상황으로 인한 물류비 상승 등으로 어려움을 겪고 있는 서울 소재 중소기업의 수출 부담 완화 및 수출 경쟁력 유지를 위하여 「2026년 중동사태 대응 물류지원금 지원사업」을 다음과같이 공고하오니 참여를 희망하는 기업은 관련 규정 및 절차에 따라 신청하여 주시기 바랍니다.,판로/수출,글로벌마케팅팀,서울,일반기업,판로ㆍ해외진출,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",,,"온라인 접수: https://www.sba.seoul.kr/Pages/BusinessApply/PostingDetail.aspx?p=0&mid=c20cd838-463d-f111-b404-d4f5ef4a1e33
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260421 ~ 20261231,main,primary,False,2026년중동상황대응물류지원금지원사업모집|글로벌마케팅팀|20260421~20261231,2026년중동상황대응물류지원금지원사업모집,글로벌마케팅팀,20260421~20261231,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177350,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177350
kst,177347,2026 지식재산 스타트업 경진대회 공고,올해의 K-스타트업 2026(부처통합 창업경진대회)의 지식재산처 예선대회(지식재산리그)인 2026 지식재산 경진대회의 참가자 (팀) 모집을 다음과 같이 공고합니다.,창업,지식재산사업화실,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업",사업화,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,3년미만,,,"온라인 접수: htttp://www.kipa.org/kipa/ip003/kw_culture_2001.jsp
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260423 ~ 20260605,main,primary,False,2026지식재산스타트업경진대회공고|지식재산사업화실|20260423~20260605,2026지식재산스타트업경진대회공고,지식재산사업화실,20260423~20260605,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177347,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177347
kst,177346,2026년 경기스타트업브릿지 신규 입주기업 모집,2026년 경기스타트업브릿지 신규 입주기업 모집 공고를 다음과 같이 공고하오니 참여를 희망하시는 기업은 안내에 따라 신청하시기 바랍니다.,시설/공간,서부창업허브팀,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업",시설ㆍ공간ㆍ보육,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",,,"온라인 접수: https://gsp.or.kr/supportProject/UVSD0001.do?sportSeq=6201
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260420 ~ 20260504,main,primary,False,2026년경기스타트업브릿지신규입주기업모집|서부창업허브팀|20260420~20260504,2026년경기스타트업브릿지신규입주기업모집,서부창업허브팀,20260420~20260504,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177346,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177346
kst,177345,2026 생물자원 활용 창업벤처 지원을 위한 기업 간담회 (추가 모집),국립생물자원관과 탭엔젤파트너스가 국립생물자원관 및 산하기관과 기업 간 기술사업화 논의 활성화를 목적으로 2026 생물자원 활용 산업계 활성화를 위한 기업 간담회 참여기업 모집합니다.,창업,운영사무국,전국,"일반기업,1인 창조기업",사업화,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,7년미만,,,"온라인 접수: https://tally.so/r/BzDqW1
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",20260422 ~ 20260429,main,primary,False,2026생물자원활용창업벤처지원을위한기업간담회|운영사무국|20260422~20260429,2026생물자원활용창업벤처지원을위한기업간담회,운영사무국,20260422~20260429,www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schm=view&pbancsn=177345,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177345
